Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Moody's Investors Service,Hershey Company (The),A+,2013-08-02,47111,1,2060.0,NoDur,HSY,1.7436,0.665,2.1434,41.6376,17.3502,17.3502,20.8985,15.8342,10.3434,1.3798,71.3964,249.3058,14.2716,23.92,-1.3571,-2.0021
Standard & Poor's Ratings Services,Hershey Company (The),AA,2013-10-23,47111,1,2060.0,NoDur,HSY,1.7436,0.665,2.1434,41.6376,17.3502,17.3502,20.8985,15.8342,10.3434,1.3798,71.3964,249.3058,14.2716,23.92,-1.3571,-2.0021
Standard & Poor's Ratings Services,Holly Energy Partners LP,BB-,2013-05-20,1283140,0,4610.0,Other,HEP,1.3308,0.6563,1.9094,69.4962,47.2597,47.2597,70.4601,31.2674,24.5085,0.2099,20.1179,89.5276,6.535,6.9148,0.7278,4.4754
Standard & Poor's Ratings Services,Honeywell International Inc.,A,2013-02-19,773840,1,9997.0,Other,HON,1.349,0.3286,0.5737,24.8878,11.0341,11.0341,13.4926,10.2881,7.7685,0.8999,22.434,-162.0232,7.0031,15.0617,0.8624,0.7529
Standard & Poor's Ratings Services,Honeywell International Inc.,AA,2013-05-31,773840,1,9997.0,Other,HON,1.349,0.3286,0.5737,24.8878,11.0341,11.0341,13.4926,10.2881,7.7685,0.8999,22.434,-162.0232,7.0031,15.0617,0.8624,0.7529
Standard & Poor's Ratings Services,Honeywell International Inc.,A,2013-12-05,773840,1,9997.0,Other,HON,1.349,0.3286,0.5737,24.8878,11.0341,11.0341,13.4926,10.2881,7.7685,0.8999,22.434,-162.0232,7.0031,15.0617,0.8624,0.7529
Standard & Poor's Ratings Services,Hormel Foods Corp.,A,2013-02-12,48465,1,2011.0,NoDur,HRL,2.9514,0.0813,0.0885,16.1816,9.2905,9.7606,11.2124,9.2135,6.0754,1.8034,17.8752,24.3827,11.0641,16.4219,0.0609,-0.0065
Moody's Investors Service,"Hovnanian Enterprises, Inc.",CCC,2013-08-01,357294,0,1531.0,Other,HOV,1.5881,1.7392,-3.5166,15.3072,1.6506,1.6506,2.5702,-6.8164,-4.4567,0.8819,10.6659,13.6392,-3.9304,-10.082,38.3681,37.8733
Fitch Ratings,"Hovnanian Enterprises, Inc.",CCC+,2013-12-05,357294,0,1531.0,Other,HOV,1.6741,1.6027,-3.932,17.7134,5.5524,5.5524,6.2306,1.1849,1.6873,1.0524,-5.5087,-7.2308,1.779,4.358,14.6837,15.9454
Moody's Investors Service,Hub International Limited,CCC,2013-09-10,940942,0,4731.0,Other,HUBG,1.5348,0.0507,0.0585,11.3591,3.4329,3.4329,4.0268,3.4271,2.1144,3.2652,13.2565,37.8448,6.9039,12.5844,1.0128,0.1984
Moody's Investors Service,"HudBay Minerals, Inc.",B-,2013-12-04,1322422,0,1000.0,Other,HBM,4.8737,0.2143,0.2727,28.1254,16.3011,16.3011,27.2035,7.4215,-3.013,0.2014,2.0543,2.1518,1.0357,1.6142,1.3181,-0.8007
Standard & Poor's Ratings Services,Hunt (J.B.) Transport Services Inc.,BBB+,2013-07-18,728535,1,4213.0,Other,JBHT,1.1711,0.552,1.32,39.3212,9.8133,9.8133,14.5394,9.1837,5.6774,1.9966,45.284,45.284,11.3352,20.2891,1.8634,-0.0252
Standard & Poor's Ratings Services,Huntsman International LLC,BB-,2013-09-20,1307954,0,2860.0,Chems,HUN,1.8886,0.6432,1.9546,18.1818,7.5534,7.5534,11.415,4.8896,3.2448,1.2592,19.9367,22.0923,4.2548,7.1133,1.7069,1.3598
Standard & Poor's Ratings Services,Huntsman International LLC,B+,2013-12-10,1307954,0,2860.0,Chems,HUN,1.8886,0.6432,1.9546,18.1818,7.5534,7.5534,11.415,4.8896,3.2448,1.2592,19.9367,22.0923,4.2548,7.1133,1.7069,1.3598
Standard & Poor's Ratings Services,IDACORP Inc.,A,2013-03-11,1057877,1,4911.0,Utils,IDA,1.0454,0.4565,0.9206,72.678,22.4494,22.4494,34.3505,19.1542,16.01,0.2042,9.9192,9.9192,3.2731,5.3908,-1.2758,0.745
Egan-Jones Ratings Company,"IDACORP, INC",A-,2013-08-12,1057877,1,4911.0,Utils,IDA,1.0454,0.4565,0.9206,72.678,22.4494,22.4494,34.3505,19.1542,16.01,0.2042,9.9192,9.9192,3.2731,5.3908,-1.2758,0.745
Egan-Jones Ratings Company,"IDACORP, INC",A+,2013-12-30,1057877,1,4911.0,Utils,IDA,1.0454,0.4565,0.9206,72.678,22.4494,22.4494,34.3505,19.1542,16.01,0.2042,9.9192,9.9192,3.2731,5.3908,-1.2758,0.745
Egan-Jones Ratings Company,IDEX CORPORATION,BBB+,2013-07-23,832101,1,3561.0,Manuf,IEX,3.0555,0.3476,0.5345,40.1791,16.5714,16.5714,20.5774,14.8974,10.5446,0.6482,12.8116,-64.5216,6.8353,8.3577,0.3501,0.4589
Egan-Jones Ratings Company,IDEX CORPORATION,BBB+,2013-11-20,832101,1,3561.0,Manuf,IEX,3.0555,0.3476,0.5345,40.1791,16.5714,16.5714,20.5774,14.8974,10.5446,0.6482,12.8116,-64.5216,6.8353,8.3577,0.3501,0.4589
Standard & Poor's Ratings Services,IDEX Corp.,BBB,2013-07-25,832101,1,3561.0,Manuf,IEX,3.0555,0.3476,0.5345,40.1791,16.5714,16.5714,20.5774,14.8974,10.5446,0.6482,12.8116,-64.5216,6.8353,8.3577,0.3501,0.4589
Egan-Jones Ratings Company,ILLINOIS TOOL WORKS INC,AA-,2013-07-26,49826,1,3560.0,Manuf,ITW,3.0026,0.3027,0.4776,38.2462,16.7332,16.7332,20.8776,21.6753,19.4037,0.766,21.1258,80.266,11.5646,14.7305,0.424,0.3594
Egan-Jones Ratings Company,ILLINOIS TOOL WORKS INC,AA-,2013-10-25,49826,1,3560.0,Manuf,ITW,3.0026,0.3027,0.4776,38.2462,16.7332,16.7332,20.8776,21.6753,19.4037,0.766,21.1258,80.266,11.5646,14.7305,0.424,0.3594
Egan-Jones Ratings Company,ILLINOIS TOOL WORKS INC,A+,2013-11-01,49826,1,3560.0,Manuf,ITW,3.0026,0.3027,0.4776,38.2462,16.7332,16.7332,20.8776,21.6753,19.4037,0.766,21.1258,80.266,11.5646,14.7305,0.424,0.3594
Egan-Jones Ratings Company,INGREDION INCORPORATED,BBB+,2013-09-18,1046257,1,2040.0,NoDur,INGR,2.27,0.4578,0.9137,18.1058,10.7895,10.7895,14.1823,9.5353,6.6892,1.1696,19.8312,34.5588,7.9556,10.7524,-1.2939,-2.5875
Egan-Jones Ratings Company,INGREDION INCORPORATED,A-,2013-12-05,1046257,1,2040.0,NoDur,INGR,2.27,0.4578,0.9137,18.1058,10.7895,10.7895,14.1823,9.5353,6.6892,1.1696,19.8312,34.5588,7.9556,10.7524,-1.2939,-2.5875
Egan-Jones Ratings Company,INTEL CORPORATION,AA-,2013-07-26,50863,1,3674.0,BusEq,INTC,2.4312,0.2042,0.2626,62.1492,27.4423,27.4423,41.544,27.8829,20.6314,0.6324,21.4929,31.2128,13.0467,17.1047,-0.2144,-0.3622
Egan-Jones Ratings Company,INTEL CORPORATION,AA-,2013-10-16,50863,1,3674.0,BusEq,INTC,2.4312,0.2042,0.2626,62.1492,27.4423,27.4423,41.544,27.8829,20.6314,0.6324,21.4929,31.2128,13.0467,17.1047,-0.2144,-0.3622
Egan-Jones Ratings Company,"INTERDIGITAL, INC",A,2013-08-16,1405495,1,6794.0,Money,IDCC,4.7096,0.2787,0.3863,100.0,63.1961,63.1961,68.5369,61.6282,40.9922,0.6275,52.4005,79.6733,25.7242,37.798,4.839,4.8389
Egan-Jones Ratings Company,"INTERDIGITAL, INC",A+,2013-12-24,1405495,1,6794.0,Money,IDCC,4.7096,0.2787,0.3863,100.0,63.1961,63.1961,68.5369,61.6282,40.9922,0.6275,52.4005,79.6733,25.7242,37.798,4.839,4.8389
Egan-Jones Ratings Company,INTERPUBLIC GROUP OF,BBB,2013-08-21,51644,1,7311.0,Other,IPG,1.0394,0.3265,0.7084,9.811,9.7967,9.7967,12.561,10.5266,7.4231,0.5434,24.2332,-58.2365,4.2723,14.8724,-1.0018,-1.0836
Egan-Jones Ratings Company,INTERPUBLIC GROUP OF,BBB,2013-11-05,51644,1,7311.0,Other,IPG,1.0394,0.3265,0.7084,9.811,9.7967,9.7967,12.561,10.5266,7.4231,0.5434,24.2332,-58.2365,4.2723,14.8724,-1.0018,-1.0836
Egan-Jones Ratings Company,"IRON MOUNTAIN, INC",BB+,2013-09-03,1020569,0,6798.0,Money,IRM,1.1317,0.7625,3.2905,57.4856,18.4912,18.4912,29.2534,9.8805,5.6899,0.4724,15.7174,-11.2198,2.8735,3.7329,-0.6663,-0.9885
Egan-Jones Ratings Company,"IRON MOUNTAIN, INC",BBB-,2013-12-13,1020569,1,6798.0,Money,IRM,1.1317,0.7625,3.2905,57.4856,18.4912,18.4912,29.2534,9.8805,5.6899,0.4724,15.7174,-11.2198,2.8735,3.7329,-0.6663,-0.9885
Standard & Poor's Ratings Services,Illinois Tool Works Inc.,A+,2013-03-20,49826,1,3560.0,Manuf,ITW,3.0026,0.3027,0.4776,38.2462,16.7332,16.7332,20.8776,21.6753,19.4037,0.766,21.1258,80.266,11.5646,14.7305,0.424,0.3594
HR Ratings de Mexico S.A. de C.V.,"Industrias Bachoco, S.A.B. de C.V.",AA+,2013-08-23,1044896,1,2015.0,NoDur,IBA,2.4389,0.0231,0.1129,10.5237,-0.2014,-0.2014,2.6183,0.3525,0.4532,1.1974,0.7728,0.7874,0.5426,0.755,-4.28,-4.76
Moody's Investors Service,"Information Resources, Inc.",B+,2013-03-06,1371489,0,7374.0,BusEq,III,2.2151,0.044,0.1975,32.2441,7.157,7.157,7.8672,6.5731,4.0633,1.9501,13.1789,20.2813,7.8812,12.5984,1.1757,1.3205
Standard & Poor's Ratings Services,"Information Resources, Inc.",B+,2013-09-17,1371489,0,7374.0,BusEq,III,2.2151,0.044,0.1975,32.2441,7.157,7.157,7.8672,6.5731,4.0633,1.9501,13.1789,20.2813,7.8812,12.5984,1.1757,1.3205
Moody's Investors Service,"Information Resources, Inc.",B,2013-09-19,1371489,0,7374.0,BusEq,III,2.2151,0.044,0.1975,32.2441,7.157,7.157,7.8672,6.5731,4.0633,1.9501,13.1789,20.2813,7.8812,12.5984,1.1757,1.3205
Standard & Poor's Ratings Services,Ingles Markets Inc.,BB-,2013-05-29,50493,0,5411.0,Shops,IMKTA,1.3921,0.6319,1.8259,22.074,3.3307,3.3307,5.7655,1.8112,1.1684,2.2644,9.4978,9.4978,2.6456,3.4961,1.0485,-1.3567
Standard & Poor's Ratings Services,Ingredion Incorporated,BBB,2013-08-27,1046257,1,2040.0,NoDur,INGR,2.27,0.4578,0.9137,18.1058,10.7895,10.7895,14.1823,9.5353,6.6892,1.1696,19.8312,34.5588,7.9556,10.7524,-1.2939,-2.5875
Standard & Poor's Ratings Services,Intel Corp.,A,2013-07-17,50863,1,3674.0,BusEq,INTC,2.4312,0.2042,0.2626,62.1492,27.4423,27.4423,41.544,27.8829,20.6314,0.6324,21.4929,31.2128,13.0467,17.1047,-0.2144,-0.3622
Egan-Jones Ratings Company,JABIL INC,BBB+,2013-06-20,898293,1,3672.0,BusEq,JBL,1.4613,0.4404,0.7955,7.1927,3.4049,3.4049,5.5949,2.7046,2.4453,2.0685,15.8344,17.6248,4.2763,8.8612,-0.7482,-1.0541
Egan-Jones Ratings Company,JABIL INC,BBB+,2013-10-02,898293,1,3672.0,BusEq,JBL,1.1965,0.4178,0.8091,7.0274,2.6228,2.6228,5.0467,1.8964,2.1536,1.8844,13.5629,18.2967,3.4902,7.8963,2.838,1.6473
Egan-Jones Ratings Company,JETBLUE AIRWAYS CORPORATION,B+,2013-08-19,1158463,0,4512.0,Other,JBLU,1.153,0.6186,1.7849,49.5782,7.1492,7.1492,12.6332,3.2194,1.9094,0.637,4.8947,4.8947,1.2162,1.8667,0.2632,-0.3548
Egan-Jones Ratings Company,JETBLUE AIRWAYS CORPORATION,BB-,2013-12-24,1158463,0,4512.0,Other,JBLU,1.153,0.6186,1.7849,49.5782,7.1492,7.1492,12.6332,3.2194,1.9094,0.637,4.8947,4.8947,1.2162,1.8667,0.2632,-0.3548
Egan-Jones Ratings Company,JOHNSON & JOHNSON,AA+,2013-07-16,200406,1,2834.0,Hlth,JNJ,1.9008,0.1505,0.2494,67.7823,20.4912,21.3778,26.8312,20.4912,16.1445,0.554,16.2188,77.0256,8.6644,13.7771,0.322,0.3743
Egan-Jones Ratings Company,JOHNSON & JOHNSON,AA+,2013-11-20,200406,1,2834.0,Hlth,JNJ,1.9008,0.1505,0.2494,67.7823,20.4912,21.3778,26.8312,20.4912,16.1445,0.554,16.2188,77.0256,8.6644,13.7771,0.322,0.3743
Egan-Jones Ratings Company,JOHNSON CONTROLS INTERNATIONAL,BBB+,2013-04-29,788329,1,3690.0,BusEq,JOUT,3.1026,0.0458,0.051,39.8557,5.1936,5.1936,8.267,4.833,2.458,1.5639,5.8374,6.5453,3.844,5.57,0.0509,-0.0922
Egan-Jones Ratings Company,JOHNSON CONTROLS INTERNATIONAL,A-,2013-10-01,788329,1,3690.0,BusEq,JOUT,2.9756,0.0379,0.0422,40.1089,6.0008,6.0008,8.3944,5.7825,4.532,1.479,9.7775,11.9637,6.7026,9.4066,-0.2361,-0.8009
Egan-Jones Ratings Company,JOHNSON CONTROLS INTERNATIONAL,A,2013-12-13,788329,1,3690.0,BusEq,JOUT,2.9756,0.0379,0.0422,40.1089,6.0008,6.0008,8.3944,5.7825,4.532,1.479,9.7775,11.9637,6.7026,9.4066,-0.2361,-0.8009
Egan-Jones Ratings Company,"JUNIPER NETWORKS, INC.",A-,2013-07-26,1043604,1,3576.0,BusEq,JNPR,2.5321,0.1249,0.1428,62.0516,7.0578,7.0578,11.3621,6.6775,4.2722,0.444,2.6645,6.6304,1.8968,2.3316,-0.6106,-0.7795
Egan-Jones Ratings Company,"JUNIPER NETWORKS, INC.",A-,2013-10-28,1043604,1,3576.0,BusEq,JNPR,2.5321,0.1249,0.1428,62.0516,7.0578,7.0578,11.3621,6.6775,4.2722,0.444,2.6645,6.6304,1.8968,2.3316,-0.6106,-0.7795
Standard & Poor's Ratings Services,Jabil Inc.,BBB-,2013-09-27,898293,1,3672.0,BusEq,JBL,1.1965,0.4178,0.8091,7.0274,2.6228,2.6228,5.0467,1.8964,2.1536,1.8844,13.5629,18.2967,3.4902,7.8963,2.838,1.6473
Moody's Investors Service,"Jazz Pharmaceuticals, Inc.",BB-,2013-06-28,1232524,0,2834.0,Hlth,JAZZ,2.8797,0.2758,0.4074,86.6164,33.763,33.763,46.4305,30.2664,49.2485,0.298,23.29,-136.5413,13.2799,16.8661,0.9096,0.8378
Standard & Poor's Ratings Services,JetBlue Airways Corporation,BB-,2013-09-13,1158463,0,4512.0,Other,JBLU,1.153,0.6186,1.7849,49.5782,7.1492,7.1492,12.6332,3.2194,1.9094,0.637,4.8947,4.8947,1.2162,1.8667,0.2632,-0.3548
Standard & Poor's Ratings Services,Johnson & Johnson,AAA,2013-09-25,200406,1,2834.0,Hlth,JNJ,1.9008,0.1505,0.2494,67.7823,20.4912,21.3778,26.8312,20.4912,16.1445,0.554,16.2188,77.0256,8.6644,13.7771,0.322,0.3743
Moody's Investors Service,Johnson & Johnson,AAA,2013-12-02,200406,1,2834.0,Hlth,JNJ,1.9008,0.1505,0.2494,67.7823,20.4912,21.3778,26.8312,20.4912,16.1445,0.554,16.2188,77.0256,8.6644,13.7771,0.322,0.3743
Standard & Poor's Ratings Services,Johnson (S.C.) & Son Inc.,A-,2013-05-07,200406,1,2834.0,Hlth,JNJ,1.9008,0.1505,0.2494,67.7823,20.4912,21.3778,26.8312,20.4912,16.1445,0.554,16.2188,77.0256,8.6644,13.7771,0.322,0.3743
Standard & Poor's Ratings Services,Johnson (S.C.) & Son Inc.,A-,2013-08-08,200406,1,2834.0,Hlth,JNJ,1.9008,0.1505,0.2494,67.7823,20.4912,21.3778,26.8312,20.4912,16.1445,0.554,16.2188,77.0256,8.6644,13.7771,0.322,0.3743
Standard & Poor's Ratings Services,Johnson Controls Inc.,BBB,2013-02-27,788329,1,3690.0,BusEq,JOUT,3.1026,0.0458,0.051,39.8557,5.1936,5.1936,8.267,4.833,2.458,1.5639,5.8374,6.5453,3.844,5.57,0.0509,-0.0922
Standard & Poor's Ratings Services,Juniper Networks Inc.,BBB,2013-02-07,1043604,1,3576.0,BusEq,JNPR,2.5321,0.1249,0.1428,62.0516,7.0578,7.0578,11.3621,6.6775,4.2722,0.444,2.6645,6.6304,1.8968,2.3316,-0.6106,-0.7795
Egan-Jones Ratings Company,KENNAMETAL INC.,A-,2013-08-20,55242,1,3540.0,Manuf,KMT,3.2068,0.2797,0.4127,32.6335,11.4466,11.4466,15.8146,10.2963,7.85,0.7844,11.4174,23.8445,6.2682,8.2243,-0.0309,0.1595
Egan-Jones Ratings Company,KENNAMETAL INC.,A-,2013-11-05,55242,1,3540.0,Manuf,KMT,3.2068,0.2797,0.4127,32.6335,11.4466,11.4466,15.8146,10.2963,7.85,0.7844,11.4174,23.8445,6.2682,8.2243,-0.0309,0.1595
Egan-Jones Ratings Company,KIMBERLY-CLARK CORPORATION,A,2013-07-23,55785,1,2621.0,Manuf,KMB,1.0818,0.4895,1.1699,31.4841,12.2104,12.2104,16.6127,10.8389,8.9896,0.9796,30.7736,95.4812,8.187,15.7092,2.5608,2.1248
Egan-Jones Ratings Company,KIMBERLY-CLARK CORPORATION,A,2013-10-25,55785,1,2621.0,Manuf,KMB,1.0818,0.4895,1.1699,31.4841,12.2104,12.2104,16.6127,10.8389,8.9896,0.9796,30.7736,95.4812,8.187,15.7092,2.5608,2.1248
Egan-Jones Ratings Company,KOHL'S CORPORATION,BBB+,2013-05-17,885639,1,5311.0,Shops,KSS,1.8615,0.4238,0.7528,36.2571,9.8034,9.8034,14.1242,8.0969,5.1144,1.3865,16.3029,16.3029,7.091,9.3941,-2.5554,-2.447
Egan-Jones Ratings Company,KOHL'S CORPORATION,BBB+,2013-10-09,885639,1,5311.0,Shops,KSS,1.8615,0.4238,0.7528,36.2571,9.8034,9.8034,14.1242,8.0969,5.1144,1.3865,16.3029,16.3029,7.091,9.3941,-2.5554,-2.447
Egan-Jones Ratings Company,KOHL'S CORPORATION,BBB+,2013-11-20,885639,1,5311.0,Shops,KSS,1.8615,0.4238,0.7528,36.2571,9.8034,9.8034,14.1242,8.0969,5.1144,1.3865,16.3029,16.3029,7.091,9.3941,-2.5554,-2.447
Egan-Jones Ratings Company,KONINKLIJKE PHILIPS NV,BBB+,2013-08-08,313216,1,3845.0,Hlth,PHG,1.3358,0.2092,0.3116,38.2967,4.5884,4.5884,11.0368,-2.2543,-5.7177,0.7795,5.0699,45.6139,2.1684,4.0091,-1.8033,-1.9386
Egan-Jones Ratings Company,KONINKLIJKE PHILIPS NV,BBB+,2013-11-07,313216,1,3845.0,Hlth,PHG,1.3358,0.2092,0.3116,38.2967,4.5884,4.5884,11.0368,-2.2543,-5.7177,0.7795,5.0699,45.6139,2.1684,4.0091,-1.8033,-1.9386
Standard & Poor's Ratings Services,Kennametal Inc.,BBB-,2013-07-18,55242,1,3540.0,Manuf,KMT,3.2068,0.2797,0.4127,32.6335,11.4466,11.4466,15.8146,10.2963,7.85,0.7844,11.4174,23.8445,6.2682,8.2243,-0.0309,0.1595
Standard & Poor's Ratings Services,Kimberly-Clark Corp.,BBB+,2013-08-05,55785,1,2621.0,Manuf,KMB,1.0818,0.4895,1.1699,31.4841,12.2104,12.2104,16.6127,10.8389,8.9896,0.9796,30.7736,95.4812,8.187,15.7092,2.5608,2.1248
Standard & Poor's Ratings Services,Kinross Gold Corp.,BBB-,2013-07-24,701818,1,1040.0,Other,KGC,3.9183,0.1137,0.131,59.5161,35.379,35.379,50.0216,-38.095,-51.0486,0.2389,6.9908,9.6327,5.2808,6.1957,0.0794,-0.6965
Standard & Poor's Ratings Services,Kohl's Corp.,BBB+,2013-09-20,885639,1,5311.0,Shops,KSS,1.8615,0.4238,0.7528,36.2571,9.8034,9.8034,14.1242,8.0969,5.1144,1.3865,16.3029,16.3029,7.091,9.3941,-2.5554,-2.447
Moody's Investors Service,Kohl's Corporation,BBB+,2013-09-05,885639,1,5311.0,Shops,KSS,1.8615,0.4238,0.7528,36.2571,9.8034,9.8034,14.1242,8.0969,5.1144,1.3865,16.3029,16.3029,7.091,9.3941,-2.5554,-2.447
Fitch Ratings,Kohl's Corporation,BBB+,2013-09-06,885639,1,5311.0,Shops,KSS,1.8615,0.4238,0.7528,36.2571,9.8034,9.8034,14.1242,8.0969,5.1144,1.3865,16.3029,16.3029,7.091,9.3941,-2.5554,-2.447
Standard & Poor's Ratings Services,Koninklijke Philips N.V.,A-,2013-07-24,313216,1,3845.0,Hlth,PHG,1.3358,0.2092,0.3116,38.2967,4.5884,4.5884,11.0368,-2.2543,-5.7177,0.7795,5.0699,45.6139,2.1684,4.0091,-1.8033,-1.9386
Standard & Poor's Ratings Services,Koppers Holdings Inc.,B+,2013-08-21,1315257,0,2860.0,Chems,KOP,2.6556,0.6379,1.7615,14.8167,8.1415,8.1415,9.9164,6.4695,4.2186,1.9936,40.0357,72.7568,8.6282,14.4981,0.0264,0.2391
Standard & Poor's Ratings Services,Korea Electric Power Corp.,A+,2013-10-08,887225,1,4911.0,Utils,KEP,0.7405,0.4742,1.0544,1.3462,-4.683,-4.683,9.561,-8.2722,-6.4466,0.3361,-6.0276,-6.1338,-2.106,-3.1694,-3.2576,4.0657
Standard & Poor's Ratings Services,Korea Electric Power Corp.,A+,2013-10-15,887225,1,4911.0,Utils,KEP,0.7405,0.4742,1.0544,1.3462,-4.683,-4.683,9.561,-8.2722,-6.4466,0.3361,-6.0276,-6.1338,-2.106,-3.1694,-3.2576,4.0657
Fitch Ratings,Korea Electric Power Corporation,AA-,2013-07-03,887225,1,4911.0,Utils,KEP,0.7405,0.4742,1.0544,1.3462,-4.683,-4.683,9.561,-8.2722,-6.4466,0.3361,-6.0276,-6.1338,-2.106,-3.1694,-3.2576,4.0657
Fitch Ratings,Korea Electric Power Corporation,AA-,2013-07-16,887225,1,4911.0,Utils,KEP,0.7405,0.4742,1.0544,1.3462,-4.683,-4.683,9.561,-8.2722,-6.4466,0.3361,-6.0276,-6.1338,-2.106,-3.1694,-3.2576,4.0657
Moody's Investors Service,Kronos Incorporated,BB-,2013-03-04,1176236,0,2810.0,Chems,KRO,3.7253,0.2629,0.3767,28.356,18.1956,18.1956,20.6143,16.7384,11.056,0.975,20.5725,20.5725,10.7795,15.1631,-1.887,-1.9405
Moody's Investors Service,Kronos Incorporated,B+,2013-11-22,1176236,0,2810.0,Chems,KRO,3.7253,0.2629,0.3767,28.356,18.1956,18.1956,20.6143,16.7384,11.056,0.975,20.5725,20.5725,10.7795,15.1631,-1.887,-1.9405
Fitch Ratings,"Kronos Worldwide, Inc.",BB-,2013-05-13,1257640,0,2810.0,Chems,KRO,3.7253,0.2629,0.3767,28.356,18.1956,18.1956,20.6143,16.7384,11.056,0.975,20.5725,20.5725,10.7795,15.1631,-1.887,-1.9405
Moody's Investors Service,"Kronos Worldwide, Inc.",B+,2013-12-04,1257640,0,2810.0,Chems,KRO,3.7253,0.2629,0.3767,28.356,18.1956,18.1956,20.6143,16.7384,11.056,0.975,20.5725,20.5725,10.7795,15.1631,-1.887,-1.9405
Egan-Jones Ratings Company,LEAR CORPORATION,BBB+,2013-07-29,842162,1,2531.0,Manuf,LEA,1.515,0.1478,0.1734,8.3579,4.8411,4.8411,6.4852,4.4546,8.8062,1.7777,36.4653,45.9643,16.075,31.077,-0.1208,-1.6134
Egan-Jones Ratings Company,LEAR CORPORATION,A-,2013-11-14,842162,1,2531.0,Manuf,LEA,1.515,0.1478,0.1734,8.3579,4.8411,4.8411,6.4852,4.4546,8.8062,1.7777,36.4653,45.9643,16.075,31.077,-0.1208,-1.6134
Moody's Investors Service,LKQ Corporation,BB+,2013-04-29,1065696,0,5010.0,Shops,LKQ,2.891,0.3604,0.5815,42.5704,11.055,11.055,12.7219,10.2687,6.4304,1.0219,12.7891,355.704,6.5714,8.1795,0.1679,0.0883
Egan-Jones Ratings Company,LOCKHEED MARTIN CORPORATION,BBB,2013-07-25,936468,1,3760.0,Manuf,LMT,1.1399,0.9937,161.7436,8.8932,9.3977,9.3977,11.4917,8.6304,5.8179,1.2205,7038.461,-26.5705,7.1009,44.2956,-7.7591,-7.7238
Egan-Jones Ratings Company,LOCKHEED MARTIN CORPORATION,BBB,2013-10-29,936468,1,3760.0,Manuf,LMT,1.1399,0.9937,161.7436,8.8932,9.3977,9.3977,11.4917,8.6304,5.8179,1.2205,7038.461,-26.5705,7.1009,44.2956,-7.7591,-7.7238
Standard & Poor's Ratings Services,LSB Industries Inc.,B+,2013-08-27,60714,0,2810.0,Chems,LXU,2.432,0.1602,0.2305,24.2067,12.6023,12.6023,15.3269,12.0811,7.6814,1.3164,16.7245,16.5829,10.1951,13.9257,0.3054,-1.2682
Moody's Investors Service,"LSB Industries, Inc.",BB-,2013-07-23,60714,0,2810.0,Chems,LXU,2.432,0.1602,0.2305,24.2067,12.6023,12.6023,15.3269,12.0811,7.6814,1.3164,16.7245,16.5829,10.1951,13.9257,0.3054,-1.2682
Standard & Poor's Ratings Services,Lamar Advertising Co.,B-,2013-04-19,1090425,0,6798.0,Money,LAMR,1.3748,0.7118,2.5079,64.5227,18.1842,18.1842,44.7854,1.3674,0.6379,0.3357,0.9157,-0.7226,0.2245,0.2639,0.5914,0.5591
Standard & Poor's Ratings Services,Laredo Petroleum Inc.,B-,2013-01-28,1528129,0,1311.0,Enrgy,LPI,0.5244,0.594,1.4629,88.022,29.4471,29.4471,72.2856,16.2297,10.5591,0.2497,7.4257,7.4257,2.6413,3.015,-4.8667,-20.8963
Standard & Poor's Ratings Services,Las Vegas Sands LLC,BBB-,2013-12-04,1300514,1,7990.0,Other,LVS,1.7071,0.5392,1.1815,45.4721,20.765,20.765,29.5489,18.5298,13.6922,0.5022,21.7339,21.9127,8.4905,10.0146,0.4287,0.5253
Standard & Poor's Ratings Services,Lear Corp.,BB,2013-01-14,842162,0,2531.0,Manuf,LEA,1.515,0.1478,0.1734,8.3579,4.8411,4.8411,6.4852,4.4546,8.8062,1.7777,36.4653,45.9643,16.075,31.077,-0.1208,-1.6134
Standard & Poor's Ratings Services,"Leidos Holdings, Inc.",A-,2013-01-24,1336920,1,7373.0,BusEq,LDOS,1.3987,0.3733,0.8492,8.3105,-0.9938,-0.9938,0.5141,-2.7759,0.9767,0.8754,-10.7749,-114.6341,-3.5248,-6.7529,4.7619,5.0238
Moody's Investors Service,"Leidos Holdings, Inc.",BBB,2013-09-26,1336920,1,7373.0,BusEq,LDOS,2.0184,0.3309,0.4947,13.9712,6.5281,6.5281,7.9237,5.3497,7.9702,1.0977,12.3377,43.8859,5.4979,8.2545,0.2892,-0.1566
Standard & Poor's Ratings Services,"Leidos Holdings, Inc.",BBB,2013-09-27,1336920,1,7373.0,BusEq,LDOS,2.0184,0.3309,0.4947,13.9712,6.5281,6.5281,7.9237,5.3497,7.9702,1.0977,12.3377,43.8859,5.4979,8.2545,0.2892,-0.1566
